timestamp,temperature,pressure,vibration,operating_condition,historical_maintenance,failure,failure_within_timeframe
2020-01-01 00:00:00,72.48357076505616,93.21505269512778,0.5348286247666818,stressed,0,0,1
2020-01-01 00:15:00,69.30867849414408,96.94500536946347,0.5283323592535667,stressed,0,0,1
2020-01-01 00:30:00,73.23844269050346,94.02618938954858,0.40634801541945087,normal,1,0,1
2020-01-01 00:45:00,77.61514928204012,101.1041804694612,0.5579584221763738,normal,0,0,1
2020-01-01 01:00:00,68.82923312638331,111.97178531461913,0.35099173244233817,normal,0,0,1
2020-01-01 01:15:00,68.8293152152541,92.28957842858796,0.43458156742396714,normal,0,0,1
2020-01-01 01:30:00,77.89606407753696,110.00820497768414,0.3000912187102192,normal,0,0,1
2020-01-01 01:45:00,73.83717364576455,92.18327927653112,0.6558626516962814,normal,0,0,1
2020-01-01 02:00:00,67.65262807032524,91.52372787503116,0.47684505060547044,normal,0,0,1
2020-01-01 02:15:00,72.71280021792982,108.18594618343214,0.7166884034816312,normal,0,0,1
2020-01-01 02:30:00,67.68291153593769,109.21936378007616,0.5802949926519495,normal,0,0,1
2020-01-01 02:45:00,67.67135123214871,108.51409936762654,0.5448098213351025,normal,0,0,1
2020-01-01 03:00:00,71.20981135783018,86.84202591781859,0.44137723057190004,normal,0,0,1
2020-01-01 03:15:00,60.43359877671101,95.34049021927949,0.395364996431258,normal,0,0,1
2020-01-01 03:30:00,61.375410837434835,108.22988592003321,0.5522971573896945,normal,0,0,1
2020-01-01 03:45:00,67.18856235379513,100.41541840563895,0.4928485990727018,normal,0,0,1
2020-01-01 04:00:00,64.93584439832789,89.26307153802536,0.36607296845146986,normal,0,0,1
2020-01-01 04:15:00,71.57123666297637,104.58317939125442,0.3483141583491681,normal,0,0,1
2020-01-01 04:30:00,65.45987962239394,92.8519274100853,0.4041296270856416,normal,0,0,1
2020-01-01 04:45:00,62.93848149332354,117.94524848392211,0.682096722526623,normal,0,0,1
2020-01-01 05:00:00,77.32824384460777,115.44841462418259,0.7213277918011304,normal,0,0,1
2020-01-01 05:15:00,68.87111849756732,106.04097426355567,0.5204989147308909,stressed,1,0,1
2020-01-01 05:30:00,70.33764102343962,113.61006704769774,0.5148942796241288,normal,0,0,1
2020-01-01 05:45:00,62.87625906893272,100.64791350123382,0.4663679628170479,normal,0,0,1
2020-01-01 06:00:00,67.27808637737408,107.65437494375016,0.4065514651690498,normal,0,0,1
2020-01-01 06:15:00,70.55461294854933,114.77720295302075,0.6375179057607244,normal,0,0,1
2020-01-01 06:30:00,64.24503211288848,102.45498681794312,0.6873576393897136,normal,0,0,1
2020-01-01 06:45:00,71.87849009172837,97.44812828485716,0.41065809141607146,stressed,0,1,1
2020-01-01 07:00:00,66.99680655040598,82.95378041822885,0.4917161621575398,stressed,0,0,1
2020-01-01 07:15:00,68.54153125103362,99.16866474278505,0.4550133699289832,stressed,0,0,1
2020-01-01 07:30:00,66.99146693885301,108.23423184562311,0.4579760925135023,normal,0,0,1
